S.No,Age_Group,Gender,Income,Purchase_Frequency,Avg_Purchase_Value,Loyalty_Member,Years_Shopping,Device_Used,Preferred_Category,Discount_%,Validity_Days,Min_Purchase_Required,Coupon_Category,Redeemed
7302,46-55,Male,2-5L,Quarterly,3000.0,No,3-5,Both,Fashion,20.0,7.0,1000.0,Books,Yes
7303,55+,Female,>20L,Rarely,20000.0,Yes,1-3,Mobile,Fashion,20.0,30.0,1000.0,Home & Furniture,Yes
7304,36-45,Male,<2L,Quarterly,12000.0,No,<1,Mobile,Books,30.0,7.0,5000.0,Fashion,No
7305,46-55,Male,5-10L,Weekly,7000.0,Yes,5+,Mobile,Electronics,30.0,30.0,1000.0,Groceries,No
7306,36-45,Male,>20L,Rarely,5000.0,Yes,3-5,Mobile,Fashion,20.0,7.0,1000.0,Groceries,No
7308,55+,Male,5L-10L,Quarterly,3000.0,Yes,5+,Mobile,Fashion,20.0,7.0,2000.0,Fashion,No
7310,55+,Male,5L-10L,Weekly,20000.0,No,3-5,Mobile,Electronics,40.0,7.0,1000.0,Fashion,No
7311,36-45,Male,<2,Bi-weekly,12000.0,Yes,3-5,Mobile,Home & Furniture,15.0,30.0,1000.0,Groceries,No
7312,26-35,Male,5L-10L,Weekly,10000.0,No,1-3,Mobile,Electronics,25.0,7.0,1000.0,Electronics,No
7313,36-45,Male,2-5L,Monthly,7000.0,Yes,1-3,Mobile,Fashion,20.0,60.0,1000.0,Home & Furniture,Yes
7314,46-55,Female,5-10L,Bi-weekly,5000.0,Yes,3-5,Mobile,Home & Furniture,20.0,15.0,5000.0,Electronics,No
7315,36-45,Male,5L-10L,Quarterly,20000.0,No,1-3,Desktop,Books,30.0,30.0,1000.0,Electronics,No
7316,26-35,Female,5-10L,Monthly,10000.0,No,3-5,Desktop,Fashion,15.0,7.0,2000.0,Home & Furniture,No
7318,55+,Male,10-20L,Weekly,5000.0,Yes,3-5,Mobile,Books,10.0,60.0,2000.0,Home & Furniture,Yes
7319,36-45,Female,<2L,Rarely,12000.0,No,1-3,Mobile,Electronics,30.0,7.0,10000.0,Books,No
7320,36-45,Male,>20L,Weekly,3000.0,Yes,1-3,Both,Electronics,20.0,15.0,1000.0,Fashion,No
7321,18-25,Female,<2,Quarterly,15000.0,Yes,3-5,Mobile,Electronics,15.0,7.0,5000.0,Books,No
7322,18-25,Male,5-10L,Weekly,10000.0,Yes,<1,Mobile,Groceries,40.0,30.0,5000.0,Electronics,No
7323,36-45,Male,<2,Quarterly,5000.0,Yes,5+,Mobile,Electronics,40.0,7.0,2000.0,Fashion,No
7324,55+,Female,5L-10L,Weekly,10000.0,No,5+,Mobile,Groceries,25.0,7.0,500.0,Home & Furniture,Yes
7325,55+,Male,<2L,Rarely,3000.0,No,3-5,Mobile,Electronics,50.0,15.0,1000.0,Electronics,No
7326,55+,Female,2-5L,Quarterly,12000.0,No,5+,Both,Fashion,25.0,7.0,1000.0,Groceries,Yes
7327,55+,Female,<2L,Weekly,5000.0,No,<1,Desktop,Fashion,30.0,30.0,10000.0,Fashion,No
7328,36-45,Male,5-10L,Quarterly,10000.0,Yes,1-3,Desktop,Electronics,30.0,30.0,1000.0,Groceries,No
7329,26-35,Male,5-10L,Bi-weekly,10000.0,Yes,5+,Desktop,Home & Furniture,15.0,15.0,500.0,Electronics,No
7330,36-45,Female,2-5L,Weekly,10000.0,No,3-5,Mobile,Electronics,10.0,60.0,5000.0,Fashion,No
7331,26-35,Male,<2L,Quarterly,10000.0,No,3-5,Mobile,Groceries,30.0,15.0,5000.0,Fashion,Yes
7332,55+,Female,5L-10L,Monthly,5000.0,No,<1,Mobile,Home & Furniture,30.0,30.0,1000.0,Electronics,No
7333,36-45,Male,<2L,Monthly,5000.0,No,1-3,Desktop,Fashion,30.0,7.0,5000.0,Home & Furniture,No
7334,55+,Male,<2L,Weekly,5000.0,No,3-5,Mobile,Books,50.0,15.0,2000.0,Fashion,No
7335,36-45,Male,5-10L,Quarterly,20000.0,Yes,1-3,Mobile,Fashion,30.0,30.0,2000.0,Home & Furniture,Yes
7337,46-55,Female,5L-10L,Weekly,5000.0,No,3-5,Mobile,Books,25.0,30.0,1000.0,Home & Furniture,No
7338,36-45,Male,2-5L,Monthly,10000.0,No,5+,Mobile,Groceries,30.0,60.0,1000.0,Groceries,No
7340,55+,Male,2-5L,Weekly,12000.0,No,5+,Mobile,Fashion,25.0,30.0,10000.0,Electronics,No
7341,46-55,Male,2-5L,Rarely,5000.0,No,3-5,Both,Fashion,40.0,30.0,2000.0,Fashion,No
7342,26-35,Male,>20L,Rarely,20000.0,No,1-3,Mobile,Groceries,20.0,30.0,1000.0,Electronics,Yes
7343,55+,Male,<2,Weekly,10000.0,Yes,5+,Mobile,Fashion,10.0,60.0,500.0,Electronics,Yes
7344,18-25,Male,>20L,Rarely,10000.0,Yes,3-5,Mobile,Electronics,30.0,60.0,5000.0,Home & Furniture,Yes
7345,55+,Male,<2L,Quarterly,5000.0,Yes,1-3,Mobile,Home & Furniture,20.0,60.0,5000.0,Home & Furniture,No
7348,36-45,Male,5-10L,Quarterly,15000.0,Yes,<1,Mobile,Electronics,30.0,7.0,2000.0,Electronics,Yes
7349,26-35,Female,5-10L,Weekly,20000.0,No,1-3,Desktop,Electronics,60.0,15.0,500.0,Fashion,Yes
7350,18-25,Male,>20L,Weekly,5000.0,No,1-3,Mobile,Fashion,30.0,60.0,2000.0,Home & Furniture,Yes
7351,18-25,Male,10-20L,Quarterly,20000.0,Yes,1-3,Mobile,Fashion,15.0,60.0,1000.0,Groceries,No
7352,18-25,Female,5-10L,Quarterly,10000.0,Yes,3-5,Both,Groceries,30.0,15.0,2000.0,Fashion,Yes
7353,55+,Male,<2L,Weekly,12000.0,Yes,<1,Desktop,Electronics,15.0,15.0,500.0,Home & Furniture,No
7354,46-55,Female,2-5L,Weekly,20000.0,Yes,5+,Mobile,Fashion,30.0,15.0,2000.0,Fashion,Yes
7355,36-45,Male,5-10L,Quarterly,20000.0,No,1-3,Mobile,Electronics,25.0,30.0,1000.0,Groceries,No
7356,36-45,Male,10-20L,Weekly,10000.0,No,<1,Mobile,Fashion,20.0,7.0,5000.0,Fashion,Yes
7357,55+,Male,>20L,Rarely,10000.0,No,3-5,Mobile,Groceries,25.0,15.0,5000.0,Electronics,Yes
7358,55+,Male,<2,Weekly,10000.0,No,5+,Both,Groceries,30.0,60.0,2000.0,Books,No
7359,26-35,Male,5L-10L,Rarely,5000.0,No,3-5,Mobile,Groceries,60.0,15.0,500.0,Fashion,Yes
7360,46-55,Male,<2L,Weekly,7000.0,Yes,5+,Both,Electronics,30.0,15.0,5000.0,Home & Furniture,Yes
7361,55+,Male,2-5L,Quarterly,15000.0,No,<1,Mobile,Electronics,30.0,30.0,2000.0,Fashion,No
7362,55+,Male,2-5L,Quarterly,10000.0,Yes,1-3,Mobile,Home & Furniture,40.0,60.0,500.0,Fashion,No
7363,55+,Female,5-10L,Weekly,7000.0,Yes,3-5,Desktop,Electronics,60.0,60.0,1000.0,Fashion,No
7364,55+,Male,10-20L,Rarely,5000.0,Yes,3-5,Mobile,Electronics,40.0,15.0,10000.0,Home & Furniture,No
7365,26-35,Female,5L-10L,Weekly,10000.0,Yes,3-5,Mobile,Electronics,60.0,7.0,5000.0,Home & Furniture,Yes
7366,18-25,Male,>20L,Monthly,5000.0,Yes,1-3,Mobile,Electronics,20.0,60.0,1000.0,Home & Furniture,Yes
7367,26-35,Male,5L-10L,Weekly,15000.0,Yes,1-3,Desktop,Electronics,60.0,15.0,1000.0,Books,No
7368,55+,Male,5-10L,Bi-weekly,12000.0,Yes,<1,Mobile,Electronics,40.0,7.0,500.0,Electronics,No
7370,55+,Female,5-10L,Rarely,5000.0,Yes,3-5,Desktop,Electronics,30.0,60.0,10000.0,Electronics,Yes
7371,55+,Male,5L-10L,Weekly,3000.0,Yes,5+,Mobile,Fashion,40.0,7.0,500.0,Electronics,Yes
7372,55+,Male,5-10L,Weekly,5000.0,No,1-3,Mobile,Books,25.0,60.0,1000.0,Home & Furniture,Yes
7373,46-55,Female,5-10L,Quarterly,7000.0,No,<1,Both,Books,30.0,30.0,500.0,Fashion,Yes
7374,55+,Male,5-10L,Quarterly,5000.0,No,<1,Mobile,Fashion,30.0,7.0,5000.0,Books,No
7375,46-55,Male,>20L,Weekly,10000.0,No,<1,Desktop,Fashion,30.0,30.0,1000.0,Fashion,No
7376,18-25,Male,>20L,Weekly,5000.0,Yes,1-3,Mobile,Books,10.0,30.0,10000.0,Home & Furniture,Yes
7377,18-25,Male,2-5L,Quarterly,5000.0,Yes,<1,Mobile,Electronics,20.0,15.0,500.0,Electronics,No
7378,55+,Male,5L-10L,Quarterly,20000.0,No,1-3,Both,Books,60.0,30.0,500.0,Fashion,Yes
7379,36-45,Male,10-20L,Bi-weekly,15000.0,No,1-3,Mobile,Home & Furniture,20.0,60.0,5000.0,Electronics,No
7380,36-45,Male,2-5L,Weekly,3000.0,Yes,5+,Mobile,Electronics,30.0,30.0,5000.0,Home & Furniture,No
7381,36-45,Male,10-20L,Bi-weekly,10000.0,Yes,3-5,Mobile,Home & Furniture,30.0,15.0,5000.0,Groceries,No
7382,36-45,Male,5L-10L,Quarterly,5000.0,No,1-3,Both,Fashion,40.0,30.0,1000.0,Home & Furniture,Yes
7383,55+,Female,5L-10L,Quarterly,12000.0,Yes,<1,Mobile,Fashion,25.0,60.0,10000.0,Fashion,No
7384,18-25,Male,5-10L,Quarterly,15000.0,No,<1,Mobile,Electronics,15.0,7.0,500.0,Fashion,No
7386,55+,Male,<2L,Weekly,10000.0,No,<1,Mobile,Home & Furniture,30.0,15.0,1000.0,Groceries,No
7387,46-55,Male,5-10L,Weekly,10000.0,No,<1,Mobile,Books,25.0,60.0,5000.0,Electronics,No
7389,55+,Male,2-5L,Weekly,10000.0,No,5+,Mobile,Electronics,25.0,15.0,1000.0,Home & Furniture,Yes
7390,55+,Male,<2,Weekly,5000.0,No,5+,Mobile,Fashion,10.0,30.0,2000.0,Electronics,No
7391,26-35,Male,5-10L,Weekly,3000.0,Yes,3-5,Both,Fashion,15.0,15.0,5000.0,Electronics,Yes
7392,18-25,Male,>20L,Rarely,10000.0,Yes,3-5,Mobile,Electronics,60.0,30.0,500.0,Home & Furniture,No
7393,55+,Male,5-10L,Bi-weekly,5000.0,No,<1,Desktop,Electronics,40.0,30.0,5000.0,Fashion,No
7394,55+,Male,5L-10L,Weekly,3000.0,No,1-3,Desktop,Books,50.0,30.0,10000.0,Electronics,Yes
7396,55+,Male,5-10L,Bi-weekly,20000.0,No,3-5,Mobile,Electronics,40.0,30.0,5000.0,Fashion,No
7397,36-45,Male,<2,Bi-weekly,5000.0,No,<1,Desktop,Home & Furniture,20.0,30.0,500.0,Home & Furniture,No
7398,36-45,Female,5-10L,Quarterly,7000.0,Yes,3-5,Mobile,Books,50.0,7.0,1000.0,Groceries,Yes
7399,55+,Male,>20L,Weekly,5000.0,Yes,3-5,Mobile,Home & Furniture,20.0,7.0,1000.0,Home & Furniture,No
7400,55+,Male,10-20L,Weekly,10000.0,No,3-5,Mobile,Groceries,40.0,30.0,2000.0,Fashion,Yes
7401,46-55,Male,10-20L,Rarely,3000.0,No,1-3,Mobile,Books,10.0,60.0,1000.0,Fashion,No
7403,36-45,Male,5-10L,Rarely,7000.0,Yes,3-5,Mobile,Books,30.0,30.0,1000.0,Electronics,Yes
7404,46-55,Female,5-10L,Monthly,10000.0,Yes,3-5,Mobile,Electronics,40.0,60.0,5000.0,Electronics,No
7405,46-55,Male,<2,Quarterly,15000.0,No,3-5,Mobile,Books,50.0,15.0,500.0,Fashion,No
7406,18-25,Male,5-10L,Rarely,3000.0,Yes,1-3,Desktop,Books,10.0,30.0,1000.0,Fashion,No
7408,46-55,Male,2-5L,Weekly,5000.0,Yes,1-3,Mobile,Groceries,40.0,15.0,500.0,Fashion,No
7409,46-55,Male,10-20L,Rarely,10000.0,No,1-3,Mobile,Electronics,50.0,15.0,2000.0,Fashion,Yes
7410,55+,Female,2-5L,Weekly,15000.0,Yes,1-3,Desktop,Home & Furniture,30.0,60.0,500.0,Electronics,Yes
7411,55+,Female,<2,Quarterly,5000.0,No,<1,Both,Fashion,30.0,7.0,500.0,Groceries,No
7412,55+,Male,5-10L,Weekly,15000.0,No,<1,Desktop,Electronics,30.0,30.0,500.0,Electronics,No
7413,18-25,Male,<2L,Quarterly,5000.0,Yes,<1,Mobile,Books,50.0,60.0,5000.0,Fashion,No
7415,46-55,Male,5L-10L,Weekly,10000.0,Yes,3-5,Both,Electronics,30.0,30.0,5000.0,Home & Furniture,No
7416,55+,Male,<2,Weekly,12000.0,Yes,3-5,Desktop,Electronics,20.0,7.0,10000.0,Fashion,No
7417,26-35,Male,5-10L,Weekly,5000.0,Yes,3-5,Both,Home & Furniture,15.0,60.0,1000.0,Fashion,Yes
7418,55+,Female,>20L,Rarely,20000.0,No,1-3,Both,Electronics,20.0,30.0,5000.0,Books,No
7419,36-45,Male,5-10L,Quarterly,5000.0,Yes,1-3,Mobile,Home & Furniture,30.0,60.0,5000.0,Home & Furniture,No
7420,55+,Female,2-5L,Monthly,15000.0,No,5+,Mobile,Electronics,20.0,7.0,2000.0,Books,No
7421,18-25,Female,10-20L,Weekly,5000.0,Yes,1-3,Desktop,Electronics,25.0,30.0,5000.0,Groceries,No
7422,26-35,Male,>20L,Weekly,3000.0,Yes,5+,Desktop,Electronics,30.0,30.0,2000.0,Fashion,No
7423,26-35,Male,5L-10L,Quarterly,15000.0,Yes,<1,Mobile,Electronics,15.0,7.0,500.0,Fashion,No
7424,36-45,Male,5-10L,Monthly,5000.0,Yes,1-3,Mobile,Electronics,20.0,60.0,10000.0,Electronics,No
7425,55+,Female,5L-10L,Weekly,10000.0,No,3-5,Mobile,Home & Furniture,40.0,15.0,1000.0,Home & Furniture,Yes
7426,26-35,Male,5L-10L,Bi-weekly,15000.0,Yes,<1,Both,Electronics,20.0,7.0,5000.0,Home & Furniture,No
7427,55+,Female,<2L,Weekly,5000.0,No,<1,Mobile,Fashion,20.0,60.0,500.0,Electronics,Yes
7429,46-55,Male,5L-10L,Weekly,10000.0,No,1-3,Both,Home & Furniture,30.0,7.0,1000.0,Electronics,No
7430,55+,Female,5L-10L,Quarterly,5000.0,No,1-3,Mobile,Fashion,30.0,30.0,2000.0,Home & Furniture,No
7431,55+,Male,5-10L,Weekly,3000.0,Yes,3-5,Mobile,Books,40.0,7.0,1000.0,Home & Furniture,Yes
7432,46-55,Female,10-20L,Quarterly,10000.0,No,5+,Mobile,Fashion,20.0,15.0,2000.0,Electronics,No
7433,55+,Male,5L-10L,Weekly,7000.0,Yes,<1,Mobile,Electronics,30.0,15.0,2000.0,Books,Yes
7434,55+,Male,5-10L,Weekly,5000.0,No,3-5,Mobile,Books,30.0,30.0,1000.0,Books,Yes
7435,18-25,Male,2-5L,Weekly,10000.0,No,<1,Desktop,Fashion,25.0,30.0,5000.0,Home & Furniture,No
7438,36-45,Male,5L-10L,Weekly,15000.0,No,3-5,Mobile,Home & Furniture,20.0,60.0,5000.0,Home & Furniture,No
7439,26-35,Male,5L-10L,Rarely,7000.0,No,1-3,Desktop,Electronics,25.0,30.0,1000.0,Electronics,No
7440,55+,Male,5-10L,Rarely,20000.0,No,5+,Mobile,Electronics,15.0,15.0,500.0,Fashion,Yes
7442,55+,Female,>20L,Rarely,20000.0,No,3-5,Both,Electronics,50.0,7.0,2000.0,Electronics,No
7443,55+,Male,>20L,Monthly,15000.0,Yes,<1,Mobile,Electronics,20.0,30.0,5000.0,Home & Furniture,Yes
7444,18-25,Female,<2,Weekly,7000.0,Yes,3-5,Desktop,Groceries,20.0,15.0,1000.0,Home & Furniture,No
7446,46-55,Male,2-5L,Weekly,5000.0,Yes,<1,Mobile,Fashion,25.0,7.0,1000.0,Home & Furniture,Yes
7447,46-55,Male,2-5L,Rarely,10000.0,No,<1,Both,Fashion,25.0,30.0,5000.0,Fashion,No
7448,55+,Male,5L-10L,Monthly,10000.0,Yes,1-3,Mobile,Home & Furniture,25.0,60.0,500.0,Home & Furniture,No
7449,36-45,Male,2-5L,Bi-weekly,10000.0,No,<1,Desktop,Electronics,25.0,30.0,500.0,Fashion,No
7450,36-45,Female,>20L,Monthly,5000.0,Yes,5+,Mobile,Home & Furniture,20.0,60.0,5000.0,Books,Yes
7452,55+,Male,5L-10L,Weekly,3000.0,Yes,1-3,Both,Electronics,20.0,60.0,1000.0,Home & Furniture,No
7453,55+,Male,<2,Weekly,12000.0,Yes,5+,Mobile,Electronics,30.0,15.0,5000.0,Home & Furniture,Yes
7455,55+,Male,<2L,Weekly,5000.0,Yes,5+,Mobile,Books,20.0,15.0,2000.0,Groceries,Yes
7456,46-55,Male,<2L,Weekly,7000.0,No,<1,Mobile,Home & Furniture,30.0,7.0,10000.0,Fashion,No
7457,55+,Male,>20L,Quarterly,10000.0,Yes,<1,Both,Electronics,20.0,7.0,1000.0,Fashion,No
7458,55+,Female,5-10L,Monthly,20000.0,Yes,1-3,Mobile,Groceries,30.0,30.0,5000.0,Electronics,Yes
7459,55+,Female,2-5L,Monthly,15000.0,No,1-3,Mobile,Fashion,30.0,60.0,1000.0,Groceries,No
7460,46-55,Male,>20L,Quarterly,7000.0,Yes,<1,Mobile,Electronics,50.0,15.0,1000.0,Fashion,Yes
7461,36-45,Male,10-20L,Quarterly,20000.0,Yes,1-3,Desktop,Fashion,15.0,30.0,500.0,Electronics,Yes
7463,18-25,Male,5-10L,Quarterly,5000.0,Yes,3-5,Mobile,Electronics,40.0,60.0,1000.0,Fashion,Yes
7464,55+,Male,2-5L,Weekly,10000.0,No,1-3,Desktop,Electronics,30.0,60.0,1000.0,Home & Furniture,No
7465,55+,Male,>20L,Rarely,12000.0,No,<1,Mobile,Books,10.0,7.0,2000.0,Home & Furniture,Yes
7466,18-25,Female,>20L,Monthly,5000.0,No,5+,Mobile,Fashion,60.0,30.0,5000.0,Fashion,Yes
7467,26-35,Male,5-10L,Weekly,12000.0,Yes,3-5,Desktop,Home & Furniture,40.0,30.0,1000.0,Electronics,No
7468,26-35,Male,10-20L,Rarely,3000.0,No,1-3,Desktop,Fashion,10.0,7.0,5000.0,Home & Furniture,Yes
7469,55+,Female,5L-10L,Monthly,5000.0,Yes,1-3,Mobile,Books,20.0,30.0,2000.0,Fashion,No
7472,55+,Male,5L-10L,Quarterly,7000.0,No,<1,Both,Fashion,20.0,15.0,2000.0,Home & Furniture,No
7473,36-45,Male,<2,Weekly,12000.0,No,3-5,Desktop,Books,20.0,7.0,2000.0,Electronics,Yes
7474,36-45,Male,>20L,Weekly,7000.0,No,1-3,Desktop,Home & Furniture,15.0,30.0,1000.0,Fashion,Yes
7475,36-45,Male,5-10L,Quarterly,5000.0,Yes,3-5,Desktop,Fashion,40.0,60.0,500.0,Home & Furniture,Yes
7476,55+,Female,5-10L,Weekly,10000.0,No,5+,Mobile,Fashion,40.0,15.0,1000.0,Fashion,No
7477,36-45,Male,2-5L,Weekly,20000.0,No,<1,Mobile,Fashion,40.0,30.0,2000.0,Home & Furniture,No
7478,26-35,Male,5L-10L,Quarterly,5000.0,No,5+,Mobile,Fashion,60.0,30.0,5000.0,Home & Furniture,No
7479,36-45,Male,<2L,Rarely,3000.0,No,1-3,Desktop,Fashion,50.0,30.0,1000.0,Fashion,No
7480,55+,Male,10-20L,Weekly,12000.0,No,5+,Both,Electronics,10.0,60.0,500.0,Fashion,No
7481,55+,Male,<2L,Quarterly,7000.0,No,<1,Mobile,Home & Furniture,20.0,60.0,1000.0,Fashion,No
7482,55+,Male,5-10L,Weekly,5000.0,Yes,<1,Both,Fashion,15.0,7.0,5000.0,Home & Furniture,No
7483,55+,Female,>20L,Monthly,10000.0,Yes,3-5,Mobile,Fashion,30.0,15.0,2000.0,Fashion,No
7484,55+,Male,5-10L,Quarterly,15000.0,No,3-5,Mobile,Electronics,25.0,30.0,500.0,Groceries,No
7485,26-35,Female,5L-10L,Quarterly,5000.0,Yes,5+,Mobile,Electronics,50.0,15.0,1000.0,Electronics,No
7487,26-35,Female,5-10L,Weekly,10000.0,Yes,3-5,Desktop,Fashion,40.0,30.0,10000.0,Home & Furniture,No
7489,26-35,Male,5L-10L,Quarterly,5000.0,Yes,3-5,Desktop,Home & Furniture,15.0,7.0,1000.0,Fashion,Yes
7490,18-25,Female,>20L,Weekly,10000.0,No,<1,Both,Home & Furniture,30.0,7.0,10000.0,Groceries,Yes
7491,55+,Male,5-10L,Weekly,10000.0,Yes,<1,Mobile,Electronics,20.0,15.0,1000.0,Fashion,No
7492,55+,Male,<2,Quarterly,10000.0,No,3-5,Mobile,Electronics,20.0,30.0,5000.0,Books,Yes
7493,55+,Male,5-10L,Quarterly,7000.0,Yes,<1,Mobile,Fashion,30.0,60.0,5000.0,Fashion,Yes
7494,18-25,Male,<2L,Weekly,10000.0,No,1-3,Desktop,Groceries,30.0,60.0,2000.0,Fashion,No
7495,55+,Male,<2L,Weekly,5000.0,No,1-3,Both,Home & Furniture,40.0,30.0,1000.0,Fashion,No
7496,55+,Female,5-10L,Rarely,15000.0,No,3-5,Mobile,Fashion,30.0,30.0,2000.0,Fashion,Yes
7497,36-45,Male,>20L,Bi-weekly,10000.0,No,1-3,Both,Books,20.0,30.0,10000.0,Home & Furniture,Yes
7498,36-45,Male,5-10L,Quarterly,7000.0,No,1-3,Both,Fashion,10.0,30.0,500.0,Home & Furniture,No
7499,55+,Male,2-5L,Weekly,10000.0,Yes,5+,Desktop,Electronics,25.0,15.0,1000.0,Fashion,No
7500,18-25,Female,<2L,Weekly,5000.0,No,5+,Mobile,Groceries,60.0,15.0,1000.0,Home & Furniture,No
7501,36-45,Male,2-5L,Weekly,15000.0,No,1-3,Mobile,Fashion,30.0,60.0,500.0,Fashion,Yes
7502,55+,Male,5-10L,Weekly,10000.0,Yes,1-3,Both,Groceries,50.0,15.0,10000.0,Fashion,No
7503,55+,Female,<2L,Rarely,5000.0,Yes,5+,Mobile,Electronics,60.0,7.0,1000.0,Fashion,Yes
7504,36-45,Female,5-10L,Rarely,3000.0,No,5+,Mobile,Electronics,30.0,7.0,1000.0,Groceries,Yes
7505,46-55,Male,5L-10L,Rarely,3000.0,No,1-3,Desktop,Electronics,20.0,30.0,1000.0,Fashion,No
7506,55+,Male,5L-10L,Weekly,3000.0,No,3-5,Mobile,Books,40.0,30.0,5000.0,Books,No
7507,55+,Male,>20L,Quarterly,10000.0,Yes,<1,Mobile,Electronics,30.0,7.0,10000.0,Electronics,No
7510,46-55,Female,<2,Rarely,10000.0,Yes,5+,Mobile,Electronics,60.0,60.0,1000.0,Groceries,No
7512,46-55,Male,10-20L,Bi-weekly,3000.0,No,1-3,Mobile,Electronics,30.0,60.0,5000.0,Fashion,Yes
7513,18-25,Male,<2L,Bi-weekly,3000.0,No,<1,Both,Groceries,25.0,30.0,1000.0,Home & Furniture,Yes
7514,55+,Male,2-5L,Weekly,10000.0,Yes,<1,Mobile,Electronics,20.0,60.0,1000.0,Home & Furniture,No
7515,55+,Male,5-10L,Rarely,10000.0,Yes,5+,Both,Fashion,30.0,30.0,1000.0,Fashion,No
7516,46-55,Male,5-10L,Weekly,5000.0,Yes,3-5,Mobile,Fashion,10.0,15.0,1000.0,Fashion,No
7517,55+,Male,10-20L,Weekly,3000.0,No,1-3,Mobile,Electronics,30.0,15.0,2000.0,Home & Furniture,No
7518,46-55,Female,2-5L,Bi-weekly,10000.0,No,5+,Mobile,Electronics,40.0,30.0,10000.0,Groceries,No
7519,36-45,Male,<2,Weekly,7000.0,Yes,<1,Mobile,Home & Furniture,50.0,30.0,1000.0,Fashion,No
7521,18-25,Male,5-10L,Monthly,7000.0,No,3-5,Both,Groceries,30.0,7.0,500.0,Books,No
7522,36-45,Male,<2,Quarterly,3000.0,No,1-3,Desktop,Electronics,50.0,30.0,1000.0,Home & Furniture,Yes
7523,36-45,Male,2-5L,Bi-weekly,10000.0,No,1-3,Mobile,Electronics,30.0,7.0,500.0,Groceries,No
7524,26-35,Male,2-5L,Weekly,10000.0,No,<1,Mobile,Fashion,30.0,30.0,500.0,Electronics,No
7526,55+,Male,5L-10L,Bi-weekly,5000.0,No,3-5,Mobile,Fashion,30.0,30.0,2000.0,Books,No
7527,55+,Male,5L-10L,Weekly,10000.0,No,3-5,Mobile,Groceries,25.0,15.0,2000.0,Home & Furniture,No
7528,55+,Male,5-10L,Weekly,5000.0,Yes,<1,Desktop,Electronics,50.0,30.0,500.0,Fashion,Yes
7529,36-45,Male,5L-10L,Quarterly,20000.0,No,5+,Mobile,Electronics,10.0,7.0,500.0,Home & Furniture,Yes
7530,26-35,Female,5L-10L,Weekly,10000.0,No,3-5,Mobile,Electronics,20.0,30.0,1000.0,Fashion,No
7531,18-25,Male,5-10L,Weekly,15000.0,Yes,1-3,Mobile,Home & Furniture,40.0,60.0,2000.0,Books,No
7533,36-45,Female,5-10L,Bi-weekly,10000.0,Yes,3-5,Mobile,Electronics,25.0,30.0,1000.0,Groceries,No
7534,55+,Female,5L-10L,Quarterly,5000.0,No,5+,Mobile,Home & Furniture,30.0,30.0,500.0,Groceries,Yes
7535,36-45,Male,<2L,Weekly,20000.0,Yes,5+,Mobile,Electronics,30.0,30.0,1000.0,Electronics,No
7537,55+,Male,2-5L,Bi-weekly,10000.0,Yes,<1,Desktop,Fashion,40.0,30.0,1000.0,Fashion,No
7538,55+,Female,2-5L,Weekly,3000.0,No,3-5,Mobile,Electronics,30.0,7.0,1000.0,Books,Yes
7539,18-25,Male,5L-10L,Bi-weekly,10000.0,Yes,1-3,Mobile,Home & Furniture,40.0,7.0,1000.0,Groceries,No
7540,26-35,Male,<2,Monthly,10000.0,No,1-3,Mobile,Groceries,30.0,7.0,2000.0,Electronics,Yes
7541,55+,Female,<2L,Weekly,10000.0,Yes,3-5,Mobile,Electronics,25.0,7.0,1000.0,Fashion,No
7542,36-45,Male,<2L,Weekly,12000.0,No,1-3,Mobile,Home & Furniture,10.0,60.0,1000.0,Home & Furniture,Yes
7544,55+,Female,5-10L,Weekly,10000.0,Yes,<1,Desktop,Books,30.0,7.0,5000.0,Home & Furniture,No
7545,46-55,Male,5-10L,Weekly,5000.0,No,5+,Mobile,Groceries,50.0,30.0,1000.0,Fashion,No
7546,26-35,Male,5-10L,Weekly,10000.0,No,5+,Mobile,Home & Furniture,25.0,60.0,1000.0,Home & Furniture,Yes
7548,18-25,Female,5L-10L,Monthly,10000.0,No,3-5,Mobile,Home & Furniture,40.0,7.0,1000.0,Home & Furniture,No
7549,18-25,Female,2-5L,Weekly,15000.0,No,3-5,Mobile,Fashion,40.0,7.0,1000.0,Home & Furniture,Yes
7550,18-25,Male,>20L,Rarely,5000.0,No,5+,Mobile,Electronics,30.0,7.0,1000.0,Home & Furniture,No
7551,55+,Male,5-10L,Weekly,15000.0,Yes,3-5,Mobile,Books,40.0,7.0,2000.0,Fashion,No
7552,46-55,Male,5L-10L,Quarterly,15000.0,No,<1,Mobile,Books,40.0,15.0,1000.0,Electronics,No
7553,26-35,Male,5-10L,Quarterly,5000.0,Yes,3-5,Mobile,Electronics,10.0,30.0,1000.0,Home & Furniture,No
7554,55+,Female,5-10L,Weekly,5000.0,No,1-3,Mobile,Groceries,20.0,15.0,5000.0,Groceries,Yes
7556,55+,Male,5-10L,Weekly,20000.0,Yes,3-5,Mobile,Home & Furniture,30.0,7.0,500.0,Home & Furniture,No
7557,26-35,Male,<2,Quarterly,5000.0,Yes,1-3,Mobile,Books,30.0,60.0,500.0,Home & Furniture,No
7558,36-45,Male,2-5L,Weekly,15000.0,No,<1,Both,Electronics,30.0,30.0,1000.0,Groceries,No
7559,55+,Male,<2,Monthly,5000.0,Yes,<1,Mobile,Electronics,15.0,7.0,2000.0,Electronics,No
